날짜,남컨물동량,남해2지선_가락IC-서부산TG_lag0,중앙선_대동IC-초정IC_lag10,부산신항선_진해IC-남문대교_lag0
2023-08-31,4101.835051546392,-1574.9934033613445,-492.41180672268905,668.5693069306926
2023-09-02,2487.6400000000003,3539.101046025105,-3121.7590336134454,335.313432835821
2023-09-03,-1985.0736196319021,2906.098151260505,-3140.6997890295356,40.865671641791096
2023-09-04,3135.08,8135.764159663865,-3256.51474789916,865.6584158415844
2023-09-06,1302.757425742574,7477.288734177216,-1364.3281092436976,470.55665024630525
2023-09-07,-3066.1649484536083,7990.826596638656,-492.41180672268905,735.5693069306926
2023-09-08,-491.8651685393261,7040.752352941176,-2838.3844725738395,757.8800000000001
2023-09-09,1533.6400000000003,4233.911046025105,-3121.7590336134454,298.313432835821
2023-09-10,1237.9263803680979,2575.648151260504,-3140.6997890295356,33.865671641791096
2023-09-12,1657.6792452830186,6579.777991631799,-3133.726075949367,1096.8613861386139
2023-09-13,-728.242574257426,6394.768734177215,-1364.3281092436976,945.5566502463053
2023-09-14,-1988.1649484536083,5513.056596638656,-492.41180672268905,863.5693069306926
2023-09-16,531.6400000000003,4062.191046025105,-3121.7590336134454,356.313432835821
2023-09-17,1454.9263803680979,3059.4881512605043,-3140.6997890295356,6.865671641791096
2023-09-19,726.6792452830186,7679.387991631799,-3133.726075949367,1021.8613861386139
2023-09-20,-1008.242574257426,6546.968734177216,-1364.3281092436976,1048.5566502463053
2023-09-21,-529.1649484536083,5872.986596638656,-492.41180672268905,955.5693069306926
2023-09-23,982.6400000000003,5823.7710460251055,-3121.7590336134454,1099.313432835821
2023-09-24,-137.07361963190215,3401.7081512605046,-3140.6997890295356,301.8656716417911
2023-09-25,4525.08,8473.014159663864,-3256.51474789916,1866.6584158415844
2023-09-27,2335.757425742574,5204.828734177215,-1364.3281092436976,358.55665024630525
2023-09-28,-3411.1649484536083,-2665.613403361345,-492.41180672268905,-4486.430693069307
2023-09-30,-529.3599999999997,-2675.068953974895,-3121.7590336134454,-953.686567164179
2023-10-04,-627.242574257426,-1297.1712658227843,-1364.3281092436976,-117.44334975369475
2023-10-07,-1.3599999999996726,-1192.728953974895,-3121.7590336134454,598.313432835821
2023-10-11,-166.24257425742599,-1120.8512658227846,-1364.3281092436976,760.5566502463053
