날짜,북컨물동량,남해선(순천-부산)_김해JC-동김해IC_lag0,남해선(순천-부산)_북부산TG-김해JC_lag0,중앙선_대감JC-대동IC_lag0,부산신항선_대청IC-진해IC_lag1
2023-10-28,-98.56730769230853,1631.3034745762711,1596.705254237288,392.7173640167366,-87.49417910447761
2023-10-29,-991.1826923076915,688.9038655462185,631.7801260504201,230.73523012552323,421.6866336633666
2023-10-30,6098.995073891625,3360.2926160337547,3349.999240506329,892.1667364016739,392.6866831683169
2023-10-31,-2254.8502415458934,3471.9817721518984,3664.061308016878,1140.2002092050207,165.62019704433487
2023-11-01,1969.1400966183573,1966.8728691983115,3141.892616033755,326.5813924050635,132.9449009900991
2023-11-02,2500.1207729468606,1197.1830672268907,3334.3561344537816,292.10411764705896,164.47895000000017
2023-11-03,103.99512195121861,1248.27462184874,3083.7214830508474,231.8784937238488,88.54532338308468
2023-11-04,4796.4326923076915,340.13347457627106,1168.3652542372884,-122.24263598326388,24.465820895522427
2023-11-05,276.81730769230853,299.0638655462184,626.0301260504201,136.80523012552317,220.5066336633663
2023-11-06,-381.004926108375,1208.6526160337553,3052.7792405063287,170.78673640167472,412.87668316831696
2023-11-07,-1339.8502415458934,1667.3517721518983,3412.401308016878,564.3502092050203,419.6501970443351
2023-11-08,-341.85990338164265,1677.2828691983113,3358.9126160337546,689.0413924050627,412.50490099009903
2023-11-09,1232.1207729468606,1670.5230672268908,3653.456134453782,527.5741176470601,374.73894999999993
2023-11-10,1517.9951219512186,1673.2946218487396,3269.411483050847,407.64849372384924,78.67532338308456
2023-11-11,2069.4326923076915,647.753474576271,1418.7552542372882,146.04736401673608,-23.73417910447762
2023-11-12,2723.8173076923085,461.1938655462185,686.9701260504202,322.0052301255232,453.89663366336663
2023-11-13,2136.995073891625,1712.2026160337546,3301.409240506329,709.4967364016738,318.37668316831696
2023-11-14,5251.149758454107,1573.4117721518987,3471.611308016878,734.4802092050195,442.6501970443351
2023-11-15,43.14009661835735,1402.8728691983115,3180.7826160337545,497.391392405063,248.75490099009903
2023-11-16,3188.1207729468606,1373.653067226891,3199.426134453782,66.00411764705859,192.82895000000008
2023-11-17,-2640.0048780487814,1493.8346218487395,3163.3614830508477,235.6084937238502,232.41532338308457
2023-11-18,-2167.5673076923085,592.0134745762712,936.4252542372881,49.5273640167361,93.7458208955224
2023-11-19,-3049.1826923076915,345.63386554621854,621.0401260504201,133.2552301255232,499.9266336633664
2023-11-20,1420.995073891625,1866.592616033755,3350.7392405063288,885.5667364016736,483.14668316831694
2023-11-21,1079.1497584541066,1823.0317721518986,3518.6713080168784,1073.2202092050193,579.460197044335
2023-11-22,1184.1400966183573,1753.812869198312,3395.472616033755,785.6113924050624,298.61490099009916
2023-11-23,-2374.8792270531394,1635.0930672268905,3358.086134453782,578.98411764706,316.90895
2023-11-24,2940.9951219512186,1768.27462184874,3343.421483050847,616.8384937238498,495.97532338308474
2023-11-25,5292.4326923076915,806.4934745762712,1575.325254237288,273.6673640167364,207.33582089552243
2023-11-26,-4903.1826923076915,238.8038655462184,539.2901260504201,-23.234769874476797,558.0166336633665
2023-11-27,5877.995073891625,1294.7726160337552,2919.709240506329,273.61673640167464,628.0066831683166
2023-11-28,6766.149758454107,1682.9517721518987,3336.581308016878,591.7602092050201,271.6001970443349
2023-11-29,-17.859903381642653,1647.4228691983117,3187.772616033755,607.1113924050624,263.75490099009903
2023-11-30,-2054.8792270531394,1252.2730672268908,3112.6361344537822,53.99411764706019,212.2789499999999
2023-12-01,-247.0048780487814,1336.2646218487398,3067.2214830508474,121.08849372384975,138.70532338308476
2023-12-02,8209.432692307691,492.713474576271,1314.705254237288,-102.92263598326372,262.1158208955224
2023-12-03,-246.18269230769147,225.9338655462185,523.7301260504202,8.625230125523103,627.0566336633665
2023-12-04,6402.995073891625,1238.6326160337549,2086.209240506329,603.4867364016736,437.1566831683167
2023-12-05,-2078.8502415458934,1610.3517721518983,-2237.968691983122,644.0302092050206,522.4001970443351
2023-12-06,1635.1400966183573,1531.6328691983117,-2254.197383966245,633.271392405064,566.4049009900991
2023-12-07,-5782.879227053139,1139.5830672268912,-2292.293865546218,165.48411764705997,438.79895000000033
2023-12-08,5665.995121951219,1499.1546218487392,-2219.2785169491526,683.4584937238506,458.98532338308473
2023-12-09,-1842.5673076923085,640.2434745762712,-1055.4147457627118,177.0273640167361,181.53582089552236
2023-12-10,-907.1826923076915,166.88386554621843,-356.99987394957986,-16.464769874476815,164.8866336633664
2023-12-11,1483.995073891625,1469.8226160337545,-2086.080759493671,363.05673640167333,272.99668316831685
2023-12-12,9602.149758454107,1739.6917721518985,-2237.968691983122,840.1602092050198,519.0301970443352
2023-12-13,-4912.859903381643,1605.5928691983117,-2254.197383966245,1110.5813924050635,531.7049009900993
2023-12-14,2895.1207729468606,1442.033067226891,-2292.293865546218,144.82411764706012,-37.691049999999905
2023-12-15,1968.9951219512186,254.42462184873966,-2219.2785169491526,-761.4315062761507,37.32532338308465
2023-12-16,-1655.5673076923085,504.76347457627116,-1055.4147457627118,-161.17263598326372,3.21582089552237
2023-12-17,876.8173076923085,252.8038655462184,-356.99987394957986,3.875230125523103,484.1766336633664
2023-12-18,-4565.004926108375,1577.5326160337545,-2086.080759493671,799.4667364016732,381.2966831683166
2023-12-19,2370.1497584541066,1863.291772151898,-2237.968691983122,1052.0302092050206,316.67019704433505
2023-12-20,-6727.859903381643,1647.7728691983111,-2254.197383966245,494.15139240506323,215.65490099009912
2023-12-21,7299.120772946861,1358.5130672268906,-2292.293865546218,206.30411764705968,-23.641049999999723
2023-12-22,-6020.004878048781,1164.0046218487396,-2219.2785169491526,92.32849372384953,102.86532338308461
2023-12-23,3980.4326923076915,353.5734745762711,-1055.4147457627118,55.697364016736174,-6.364179104477614
2023-12-24,-2555.1826923076915,-108.96613445378148,-356.99987394957986,-424.9647698744768,-1207.2933663366337
2023-12-25,1468.995073891625,-2662.877383966245,-2086.080759493671,-5489.453263598326,24.206683168316886
2023-12-26,-2494.8502415458934,919.461772151898,-2237.968691983122,314.040209205019,434.3801970443351
2023-12-27,5500.140096618357,1708.6728691983117,-2254.197383966245,1173.391392405063,212.73490099009905
2023-12-28,1416.1207729468606,1288.5130672268906,-2292.293865546218,362.3041176470597,-250.82105
2023-12-29,-2019.0048780487814,791.0846218487395,-2219.2785169491526,-132.49150627615018,-212.18467661691534
2023-12-30,16.432692307691468,192.03347457627115,-1055.4147457627118,-190.73263598326366,-113.2541791044776
2023-12-31,-4302.1826923076915,-219.34613445378147,-356.99987394957986,-594.5447698744769,-1934.2533663366335
2024-01-01,1235.995073891625,-3957.097383966245,-2086.080759493671,-7339.163263598326,-420.4533168316834
2024-01-02,365.14975845410663,465.60177215189833,-2237.968691983122,-1115.7597907949803,-27.779802955665218
2024-01-03,-1349.8599033816427,1575.062869198312,-2254.197383966245,436.0613924050631,83.59490099009918
2024-01-04,682.1207729468606,1467.653067226891,-2292.293865546218,529.7641176470588,69.5289499999999
2024-01-05,-3806.0048780487814,1336.2146218487396,-2219.2785169491526,547.6284937238488,231.1353233830846
2024-01-06,2616.4326923076915,367.26347457627116,-1055.4147457627118,82.69736401673617,-25.404179104477635
2024-01-07,-2327.1826923076915,171.49386554621844,-356.99987394957986,-9.184769874476842,81.86663366336643
2024-01-08,73.995073891625,1472.7926160337547,-2086.080759493671,651.2567364016741,-41.13331683168326
2024-01-09,-2586.8502415458934,1554.8517721518983,-2237.968691983122,662.210209205019,-64.06980295566518
2024-01-10,-3016.8599033816427,1335.4628691983116,-2254.197383966245,62.81139240506309,129.88490099009914
2024-01-11,47.1207729468606,1581.403067226891,-2292.293865546218,590.4941176470602,215.21894999999995
2024-01-12,3341.9951219512186,1615.77462184874,-2219.2785169491526,775.7984937238489,-29.474676616915303
2024-01-13,250.43269230769147,600.5534745762711,-1055.4147457627118,258.86736401673625,-15.514179104477648
2024-01-14,-1437.1826923076915,115.35386554621846,-356.99987394957986,-90.64476987447688,-98.01336633663368
2024-01-15,4377.995073891625,1685.842616033755,-2086.080759493671,969.7167364016732,-45.14331683168302
2024-01-16,2111.1497584541066,1478.6617721518987,-2237.968691983122,873.4802092050195,-11.979802955665036
2024-01-17,2650.1400966183573,1879.6728691983117,-2254.197383966245,971.5413924050627,-130.5250990099007
2024-01-18,-4755.879227053139,1457.863067226891,-2292.293865546218,-220.14588235294104,214.4389500000002
2024-01-19,-1790.0048780487814,1274.8246218487393,-2219.2785169491526,205.9984937238496,-79.57467661691544
2024-01-20,-2063.5673076923085,461.7234745762712,-1055.4147457627118,-74.48263598326366,-47.27417910447764
2024-01-21,-2083.1826923076915,212.47386554621846,-356.99987394957986,35.84523012552313,135.64663366336663
2024-01-22,-2158.004926108375,1518.802616033755,-2086.080759493671,642.1567364016737,53.406683168316704
2024-01-23,6026.149758454107,1396.0817721518988,-2237.968691983122,573.0902092050201,97.71019704433502
2024-01-24,-3664.8599033816427,1121.3628691983113,-2254.197383966245,121.98139240506316,75.09490099009918
2024-01-25,2666.1207729468606,1281.9130672268911,-2292.293865546218,169.55411764705968,158.3189500000003
2024-01-26,-3505.0048780487814,1499.6346218487397,-2219.2785169491526,1171.6884937238501,54.505323383084715
2024-01-27,2572.4326923076915,582.443474576271,-1055.4147457627118,367.04736401673654,-64.27417910447764
2024-01-28,2249.8173076923085,316.24386554621844,-356.99987394957986,238.33523012552314,209.67663366336637
2024-01-29,-2798.004926108375,1868.4626160337548,-2086.080759493671,1256.9867364016736,304.0466831683166
