statsDt,lkId,roadNm,bgngNodeNm,endNodeNm,spd,vol
2026-08-02T19:00:00,1350019700,명안로,부산은행안락1동지점,명장1동행정복지센터,18.17,0.0
2026-08-02T19:00:00,1350025000,명장로,큰숲교회,명장1동행정복지센터,22.25,0.0
2026-08-02T19:00:00,1350021300,명장로,한국농산,부산제자교회,13.5,0.0
2026-08-02T19:00:00,1380084900,명장로67번길,일동햇살어린이집,부산제자교회,24.92,0.0
2026-08-02T19:00:00,1451159801,읍내로,청하포차,두원인테리어,25.5,0.0
2026-08-02T19:00:00,1451130000,차성서로,서부리65-1,두원인테리어,17.0,0.0
2026-08-02T19:00:00,1450037300,차성서로,금강궁전아파트,두원인테리어,25.0,0.0
2026-08-02T19:00:00,1450040804,읍내로,서부리65-1,두원인테리어,22.25,0.0
2026-08-02T19:00:00,1451159701,읍내로,두원인테리어,청하포차,18.59,0.0
2026-08-02T19:00:00,1451160401,읍내로,우리은행기장지점,청하포차,25.25,0.0
2026-08-02T19:00:00,1451160301,읍내로,청하포차,우리은행기장지점,18.59,0.0
2026-08-02T19:00:00,1450039300,차성로,기장시장앞교차로,우리은행기장지점,13.25,0.0
2026-08-02T19:00:00,1450040102,읍내로,동부리486,우리은행기장지점,15.08,0.0
2026-08-02T19:00:00,1450040600,차성로,더벤티기장점,우리은행기장지점,21.59,0.0
2026-08-02T19:00:00,1450034102,차성로,대라리413-9,기장시장앞교차로,10.58,0.0
2026-08-02T19:00:00,1450039400,차성로,우리은행기장지점,기장시장앞교차로,18.0,0.0
2026-08-02T19:00:00,1450038902,차성로288번길,기장시장교차로,기장시장앞교차로,16.38,0.0
2026-08-02T19:00:00,1370326501,만덕1로,서울학원,남산정역2번출구,22.0,0.0
2026-08-02T19:00:00,1370019700,만덕대로,옹달샘어린이집,남산정역2번출구,38.71,847.0
2026-08-02T19:00:00,1370004300,만덕대로,남산정교차로,남산정역2번출구,35.17,0.0
2026-08-02T19:00:00,1370003801,남해고속도로,속성변화점,남산정역2번출구,64.08,0.0
2026-08-02T19:00:00,1370004500,남해고속도로,덕천IC고가,남산정역2번출구,58.61,1164.0
2026-08-02T19:00:00,1370019300,만덕1로,만덕사거리,만덕역4번출구,9.58,0.0
2026-08-02T19:00:00,1370326701,만덕1로,서울학원,만덕역4번출구,23.0,0.0
2026-08-02T19:00:00,1380003305,해운대로,송정삼거리,송정동447-16,23.92,22.0
2026-08-02T19:00:00,1380003408,해운대로,송정동447-16,송정동447-16,24.0,34.0
2026-08-02T19:00:00,1410087300,녹산산업북로,GS주유소녹산화물터미널,녹송1호교,31.5,0.0
2026-08-02T19:00:00,1410337103,명지국제6로,명지동3431,명지동3431,14.33,0.0
2026-08-02T19:00:00,1410869800,명지국제4로,대방노블랜드오션뷰2차,명지동3431,11.58,0.0
2026-08-02T19:00:00,1410871000,명지국제6로,명지동3429-4,명지동3431,17.5,0.0
2026-08-02T19:00:00,1411063601,명지국제2로,크린토피아,명지동1866-14,15.58,0.0
2026-08-02T19:00:00,1410708500,명지국제8로,명지동630-6,명지동1866-14,23.58,0.0
2026-08-02T19:00:00,1410709400,명지국제8로,명지동3396,명지동1866-14,37.58,0.0
2026-08-02T19:00:00,1411063501,명지국제2로,명지동1866-14,크린토피아,20.83,0.0
2026-08-02T19:00:00,1411063001,명지국제2로,부산지방검찰청서부지청,크린토피아,16.33,0.0
2026-08-02T19:00:00,1411062901,명지국제2로,크린토피아,부산지방검찰청서부지청,21.25,0.0
2026-08-02T19:00:00,1411063101,명지국제7로,명지삼정어린이집,부산지방검찰청서부지청,31.17,0.0
2026-08-02T19:00:00,1410708300,명지국제7로,명지동3622,부산지방검찰청서부지청,16.34,0.0
2026-08-02T19:00:00,1410709000,명지국제2로,넘버25호텔명지서부지청점,부산지방검찰청서부지청,28.75,0.0
2026-08-02T19:00:00,1411063201,명지국제7로,부산지방검찰청서부지청,명지삼정어린이집,27.92,0.0
2026-08-02T19:00:00,1411063801,명지국제7로,명지동3397,명지삼정어린이집,29.33,0.0
2026-08-02T19:00:00,1410709700,명지국제3로,명지동3396,명지동3397,21.0,0.0
2026-08-02T19:00:00,1410710000,명지국제3로,명지동3431,명지동3397,28.83,0.0
2026-08-02T19:00:00,1410710700,명지국제7로,대방노블랜드오션뷰2차,명지동3397,14.67,0.0
2026-08-02T19:00:00,1390157101,감천항로,대복식당,구평동176,32.42,0.0
2026-08-02T19:00:00,1390025401,감천항로,감천항앞교차로,구평동176,23.67,0.0
2026-08-02T19:00:00,1390157001,감천항로,구평동176,대복식당,38.33,0.0
2026-08-02T19:00:00,1390156601,감천항로,대한마린산업,대복식당,16.75,0.0
2026-08-02T19:00:00,1390156701,감천항로,대복식당,대한마린산업,14.67,0.0
2026-08-02T19:00:00,1390025200,두송로,보광암,대한마린산업,11.92,0.0
2026-08-02T19:00:00,1390021902,감천항로,구평동313-4,대한마린산업,54.25,0.0
2026-08-02T19:00:00,1330107101,태종로,코사마트,해양대삼거리,15.08,0.0
2026-08-02T19:00:00,1330001400,태종로,동삼교회앞삼거리,해양대삼거리,18.92,0.0
2026-08-02T19:00:00,1330103600,해양로,부산해사고등학교,해양대삼거리,9.34,0.0
2026-08-02T19:00:00,1330107001,태종로,해양대삼거리,코사마트,30.25,0.0
2026-08-02T19:00:00,1330106701,태종로,오춘자비어,코사마트,30.5,0.0
2026-08-02T19:00:00,1330106601,태종로,코사마트,오춘자비어,23.0,0.0
2026-08-02T19:00:00,1330106301,태종로,우신전기철물,오춘자비어,24.75,0.0
2026-08-02T19:00:00,1330106201,태종로,오춘자비어,우신전기철물,26.08,0.0
2026-08-02T19:00:00,1330106101,태종로,태종대앞,우신전기철물,29.83,0.0
