물동량,부산신항선_버전,모델,R2,Adj_R2,AIC,BIC,최대VIF
서컨물동량,v1_화물차환산,원래(개별 변수 2개),0.13100808253892116,0.10212192461777736,6355.125158865409,6406.140484231798,530.7637829909861
서컨물동량,v1_화물차환산,통합변수(평균) 대체,0.12968148933327828,0.10323534674395807,6353.695667668316,6400.78673723729,42.52329733333801
서컨물동량,v2_전차종원시,원래(개별 변수 2개),0.1498546982642519,0.12159502064422711,6346.924630600451,6397.93995596684,219.35301425841828
서컨물동량,v2_전차종원시,통합변수(평균) 대체,0.1451872508327814,0.11921227779178856,6346.972340453741,6394.063410022715,24.909495248468197
