물동량,부산신항선_버전,버전,변수,계수,표준오차유형,p-value,유의(p<0.05),R2(모델전체),Adj_R2(모델전체),N
서컨물동량,v1_화물차환산,B_원본단위_요일더미,남해2지선_가락IC-서부산TG_lag1,0.020901247373499413,HC3,0.153595222013742,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,중앙선_대동IC-초정IC_lag5,0.018313983747302573,HC3,0.6449939489998051,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,남해선(순천-부산)_김해JC-동김해IC_lag7,-0.06312721838572383,HC3,0.052848722001847814,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,부산신항선_대청IC-진해IC_lag7,-1.5678798118778416,HC3,0.24832345562208702,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,부산신항선_남진례IC-대청IC_lag7,0.8763277662683976,HC3,0.6458046468537063,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,부산신항선_진해IC-남문대교_lag7,1.3873626880425218,HC3,0.27048797899358323,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_화,-36.06937220930858,HC3,0.8724876710770229,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_수,109.63990507365968,HC3,0.6282337936323021,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_목,596.7454553019637,HC3,0.006676064300872937,True,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_금,298.4208430983975,HC3,0.1837142085585829,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_토,-28.09570046730157,HC3,0.9326725168723389,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_일,-644.429724286785,HC3,0.06477498093138688,False,0.13100808253892116,0.10212192461777736,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),남해2지선_가락IC-서부산TG_lag1,0.022394466354393495,HC3,0.13159237800436027,False,0.12968148933327828,0.10323534674395807,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),중앙선_대동IC-초정IC_lag5,0.0182477256622343,HC3,0.645384796297908,False,0.12968148933327828,0.10323534674395807,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),남해선(순천-부산)_김해JC-동김해IC_lag7,-0.06766617143899267,HC3,0.0271714292364506,True,0.12968148933327828,0.10323534674395807,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),부산신항선_진해IC-남문대교_lag7,1.8144912466201797,HC3,0.1537894603499939,False,0.12968148933327828,0.10323534674395807,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),신항선_대청진해_통합(평균),-1.2667315682156246,HC3,0.07612804302300052,False,0.12968148933327828,0.10323534674395807,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),요일_화,-35.896718272082445,HC3,0.8742781735232531,False,0.12968148933327828,0.10323534674395807,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),요일_수,100.55462936132514,HC3,0.6611922071298513,False,0.12968148933327828,0.10323534674395807,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),요일_목,586.6479275146049,HC3,0.008187415632211714,True,0.12968148933327828,0.10323534674395807,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),요일_금,324.8340821165235,HC3,0.14195552612757614,False,0.12968148933327828,0.10323534674395807,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),요일_토,-50.26931692797196,HC3,0.8770360188266682,False,0.12968148933327828,0.10323534674395807,374
서컨물동량,v1_화물차환산,B_다중공선성해결(통합변수),요일_일,-640.7349277750419,HC3,0.06625971786047141,False,0.12968148933327828,0.10323534674395807,374
북컨물동량,v1_화물차환산,B_원본단위_요일더미,남해선(순천-부산)_김해JC-동김해IC_lag0,0.19760770033000852,일반(OLS),0.0012401855852216261,True,0.03498777906841399,0.026718608366343877,1178
북컨물동량,v1_화물차환산,B_원본단위_요일더미,남해선(순천-부산)_북부산TG-김해JC_lag0,0.012978641927243467,일반(OLS),0.7941098943357091,False,0.03498777906841399,0.026718608366343877,1178
북컨물동량,v1_화물차환산,B_원본단위_요일더미,중앙선_대감JC-대동IC_lag0,0.040662036148725204,일반(OLS),0.5887531364238456,False,0.03498777906841399,0.026718608366343877,1178
북컨물동량,v1_화물차환산,B_원본단위_요일더미,부산신항선_대청IC-진해IC_lag1,0.44988375245170925,일반(OLS),0.03798918234249722,True,0.03498777906841399,0.026718608366343877,1178
북컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_화,180.97309307738323,일반(OLS),0.6214584220694701,False,0.03498777906841399,0.026718608366343877,1178
북컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_수,-89.23756889870454,일반(OLS),0.8084445392327693,False,0.03498777906841399,0.026718608366343877,1178
북컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_목,244.1018522821412,일반(OLS),0.5082049868907257,False,0.03498777906841399,0.026718608366343877,1178
북컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_금,103.80755964202828,일반(OLS),0.7783069579473849,False,0.03498777906841399,0.026718608366343877,1178
북컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_토,155.31125091694545,일반(OLS),0.6738131634697855,False,0.03498777906841399,0.026718608366343877,1178
북컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_일,376.1724968936098,일반(OLS),0.3081244436929027,False,0.03498777906841399,0.026718608366343877,1178
남컨물동량,v1_화물차환산,B_원본단위_요일더미,남해2지선_가락IC-서부산TG_lag0,0.016909085115315428,일반(OLS),0.4669975537745014,False,0.034962246256921015,0.025247101085010937,904
남컨물동량,v1_화물차환산,B_원본단위_요일더미,중앙선_대동IC-초정IC_lag10,-0.1251118875585958,일반(OLS),0.0005750362499096213,True,0.034962246256921015,0.025247101085010937,904
남컨물동량,v1_화물차환산,B_원본단위_요일더미,부산신항선_진해IC-남문대교_lag0,1.1908636939982182,일반(OLS),0.008594775019358555,True,0.034962246256921015,0.025247101085010937,904
남컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_화,-13.405879135363108,일반(OLS),0.9720441043238889,False,0.034962246256921015,0.025247101085010937,904
남컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_수,-198.2349870905537,일반(OLS),0.56093406028333,False,0.034962246256921015,0.025247101085010937,904
남컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_목,-290.3549465869464,일반(OLS),0.3988564410941586,False,0.034962246256921015,0.025247101085010937,904
남컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_금,-55.24456430552243,일반(OLS),0.8892418243640202,False,0.034962246256921015,0.025247101085010937,904
남컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_토,-276.1456527168794,일반(OLS),0.41689669015306485,False,0.034962246256921015,0.025247101085010937,904
남컨물동량,v1_화물차환산,B_원본단위_요일더미,요일_일,-146.2436668494251,일반(OLS),0.6816933393956275,False,0.034962246256921015,0.025247101085010937,904
서컨물동량,v2_전차종원시,B_원본단위_요일더미,남해2지선_가락IC-서부산TG_lag1,0.02035746807428004,HC3,0.1661072799705795,False,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,중앙선_대동IC-초정IC_lag5,-0.0031411153789563254,HC3,0.9383787998234341,False,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,남해선(순천-부산)_김해JC-동김해IC_lag7,-0.0627585156250813,HC3,0.020258707432282422,True,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,부산신항선_대청IC-진해IC_lag7,-0.41404070859145203,HC3,0.0488735809515116,True,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,부산신항선_남진례IC-대청IC_lag7,0.2664086892092113,HC3,0.34881788128436086,False,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,부산신항선_진해IC-남문대교_lag7,0.1922085682705446,HC3,0.13705174785035554,False,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_화,-32.74482103009658,HC3,0.8799899476076402,False,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_수,135.77125482523144,HC3,0.551647403433205,False,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_목,566.0629599729049,HC3,0.010256305956932247,True,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_금,293.9750606287317,HC3,0.18292616144983942,False,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_토,-241.74579329092393,HC3,0.4214390359747392,False,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_일,-698.9880478315501,HC3,0.05458176983131,False,0.1498546982642519,0.12159502064422711,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),남해2지선_가락IC-서부산TG_lag1,0.02331048169814586,HC3,0.11713287926613435,False,0.1451872508327814,0.11921227779178856,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),중앙선_대동IC-초정IC_lag5,-0.0013335488849187758,HC3,0.9736408986391865,False,0.1451872508327814,0.11921227779178856,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),남해선(순천-부산)_김해JC-동김해IC_lag7,-0.07152913412268197,HC3,0.005354486031853799,True,0.1451872508327814,0.11921227779178856,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),부산신항선_진해IC-남문대교_lag7,0.30164733477240874,HC3,0.01873519332000088,True,0.1451872508327814,0.11921227779178856,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),신항선_대청진해_통합(평균),-0.29446644075138256,HC3,0.007208481883430715,True,0.1451872508327814,0.11921227779178856,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),요일_화,-32.5285864989187,HC3,0.8830088226021874,False,0.1451872508327814,0.11921227779178856,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),요일_수,116.29529979672041,HC3,0.6150294814678994,False,0.1451872508327814,0.11921227779178856,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),요일_목,549.4506320228644,HC3,0.01330971520861492,True,0.1451872508327814,0.11921227779178856,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),요일_금,334.91867860326545,HC3,0.12536458645021853,False,0.1451872508327814,0.11921227779178856,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),요일_토,-266.40669615189637,HC3,0.37074284559334525,False,0.1451872508327814,0.11921227779178856,374
서컨물동량,v2_전차종원시,B_다중공선성해결(통합변수),요일_일,-686.3092525644433,HC3,0.058419268113598544,False,0.1451872508327814,0.11921227779178856,374
북컨물동량,v2_전차종원시,B_원본단위_요일더미,남해선(순천-부산)_김해JC-동김해IC_lag0,0.20552941267012026,일반(OLS),0.0007731735726346066,True,0.03290026214886799,0.024613203555456376,1178
북컨물동량,v2_전차종원시,B_원본단위_요일더미,남해선(순천-부산)_북부산TG-김해JC_lag0,0.012678163382033886,일반(OLS),0.8033266589094553,False,0.03290026214886799,0.024613203555456376,1178
북컨물동량,v2_전차종원시,B_원본단위_요일더미,중앙선_대감JC-대동IC_lag0,0.07157492522331159,일반(OLS),0.3260170587475305,False,0.03290026214886799,0.024613203555456376,1178
북컨물동량,v2_전차종원시,B_원본단위_요일더미,부산신항선_대청IC-진해IC_lag1,0.06621158852104136,일반(OLS),0.18155425137379327,False,0.03290026214886799,0.024613203555456376,1178
북컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_화,178.5282755816363,일반(OLS),0.6265469523007309,False,0.03290026214886799,0.024613203555456376,1178
북컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_수,-86.55963823222746,일반(OLS),0.8142817404919859,False,0.03290026214886799,0.024613203555456376,1178
북컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_목,246.41854889982767,일반(OLS),0.5046601980521525,False,0.03290026214886799,0.024613203555456376,1178
북컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_금,77.75690233182529,일반(OLS),0.8331789303878973,False,0.03290026214886799,0.024613203555456376,1178
북컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_토,123.75618592983687,일반(OLS),0.7375874212136,False,0.03290026214886799,0.024613203555456376,1178
북컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_일,376.1842964306334,일반(OLS),0.30900710003556425,False,0.03290026214886799,0.024613203555456376,1178
남컨물동량,v2_전차종원시,B_원본단위_요일더미,남해2지선_가락IC-서부산TG_lag0,0.011884869630260298,일반(OLS),0.6133078789189487,False,0.03625402224635066,0.026551881530709975,904
남컨물동량,v2_전차종원시,B_원본단위_요일더미,중앙선_대동IC-초정IC_lag10,-0.12210045685506887,일반(OLS),0.0007800892919994902,True,0.03625402224635066,0.026551881530709975,904
남컨물동량,v2_전차종원시,B_원본단위_요일더미,부산신항선_진해IC-남문대교_lag0,0.24589709099582252,일반(OLS),0.004421715088488893,True,0.03625402224635066,0.026551881530709975,904
남컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_화,-5.47853548937718,일반(OLS),0.9885651852576232,False,0.03625402224635066,0.026551881530709975,904
남컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_수,-203.38258480089465,일반(OLS),0.5505521163916102,False,0.03625402224635066,0.026551881530709975,904
남컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_목,-292.239888384832,일반(OLS),0.39548797853924555,False,0.03625402224635066,0.026551881530709975,904
남컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_금,-38.9576305816467,일반(OLS),0.9217269731051899,False,0.03625402224635066,0.026551881530709975,904
남컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_토,-299.2858970335274,일반(OLS),0.37893697917775004,False,0.03625402224635066,0.026551881530709975,904
남컨물동량,v2_전차종원시,B_원본단위_요일더미,요일_일,-174.15632614488305,일반(OLS),0.6252717990928898,False,0.03625402224635066,0.026551881530709975,904
