날짜,북컨물동량,남컨물동량,서컨물동량,남해2지선_가락IC-서부산TG,남해2지선_서부산IC-가락IC,남해선(순천-부산)_김해JC-동김해IC,남해선(순천-부산)_북부산TG-김해JC,부산신항선_남진례IC-대청IC,부산신항선_대청IC-진해IC,부산신항선_진례JC-남진례IC,부산신항선_진해IC-남문대교,중앙선_대감JC-대동IC,중앙선_대동IC-초정IC
2023-05-01,9590.0,7849.0,0.0,0.0,13588.09,2606.76,2101.71,779.64,1296.94,,218.28,3409.94,2614.55
2023-05-02,13613.0,8456.0,0.0,0.0,18575.63,6538.54,5449.02,2052.53,3057.53,,983.09,9294.3,6588.16
2023-05-03,5902.0,5128.0,0.0,0.0,19322.9,6524.9,5521.81,2299.3,3387.8,,1145.46,9813.24,6987.66
2023-05-04,10765.0,9038.0,0.0,0.0,16453.28,7183.58,5831.62,2278.13,3307.77,,990.8,10476.75,7557.78
2023-05-05,8865.0,,0.0,0.0,7324.28,1921.7,1829.23,733.63,1161.76,,166.36,2987.93,2347.78
2023-05-06,10406.0,6673.0,0.0,0.0,6549.57,1559.59,1579.1,534.8,895.93,,126.98,2365.74,1848.2
2023-05-07,11509.0,6223.0,0.0,0.0,7425.93,963.59,788.02,284.97,461.54,,46.32,1192.25,941.48
2023-05-08,11583.0,,0.0,0.0,20707.24,6767.07,5433.87,1872.25,2829.62,,920.4,8708.81,6603.57
2023-05-09,7213.0,11997.0,0.0,0.0,19701.94,7146.39,5780.44,2137.77,3193.13,,999.91,10261.04,7289.63
2023-05-10,10098.0,4554.0,0.0,0.0,19211.71,6701.0,5559.67,2144.5,3194.05,,1013.42,9226.05,6507.93
2023-05-11,12557.0,11290.0,0.0,0.0,19027.55,6656.29,5933.24,2211.1,3277.81,,1077.64,10313.63,7333.46
2023-05-12,10197.0,,0.0,0.0,16829.04,6955.9,5550.21,2306.81,3384.62,,1045.56,9662.49,6873.42
2023-05-13,12082.0,9813.0,0.0,0.0,11156.14,3058.87,2596.25,709.83,1170.62,,196.47,3913.04,2996.75
2023-05-14,11775.0,7033.0,0.0,0.0,7440.09,1083.84,881.13,231.74,394.0,,39.59,1447.0,1127.5
2023-05-15,8917.0,8381.0,0.0,0.0,20013.52,7062.84,5746.33,2148.52,3185.34,,1018.3,9797.5,6876.13
2023-05-16,11691.0,10043.0,0.0,0.0,19235.66,6752.2,5767.16,2238.89,3331.0,,1079.99,9890.01,6841.21
2023-05-17,10629.0,7920.0,0.0,0.0,19257.08,6438.19,5752.34,2141.23,3180.31,,1031.8,9988.41,7041.93
2023-05-18,11645.0,3693.0,0.0,0.0,17887.31,6568.99,5566.33,1982.44,2944.51,,985.3,9930.64,6971.94
2023-05-19,13212.0,,0.0,0.0,16169.05,6743.06,5546.61,2069.73,3068.88,,965.52,9804.41,7043.0
2023-05-20,4390.0,7222.0,0.0,0.0,11420.81,3217.31,2640.73,789.63,1301.8,,214.24,4076.33,3120.45
2023-05-21,6535.0,8190.0,0.0,0.0,8201.4,1299.58,1050.92,214.79,358.32,,36.03,1698.88,1338.33
2023-05-22,7275.0,8793.0,0.0,0.0,19391.61,6944.85,5674.67,2027.73,2982.27,,992.94,9951.32,6991.14
2023-05-23,16018.0,5462.0,0.0,0.0,19803.67,7112.76,5798.72,2071.19,3088.09,,1042.83,10326.88,7313.22
2023-05-24,9662.0,10345.0,0.0,0.0,20049.4,6832.07,5856.94,2333.55,3442.39,,1146.19,10371.88,7291.85
2023-05-25,16585.0,14887.0,0.0,5104.3,19878.74,7270.25,5950.99,2358.87,3444.7,,1169.83,10605.01,7517.55
2023-05-26,8175.0,,0.0,12392.52,18281.87,7029.35,5781.11,2437.2,3520.36,,1098.27,10165.42,7286.33
2023-05-27,14783.0,7448.0,0.0,8709.03,11827.08,2702.36,2216.43,773.17,1221.05,,180.93,3598.97,2796.39
2023-05-28,7619.0,6955.0,0.0,2775.58,4750.77,804.47,722.95,231.57,385.04,,38.9,1191.33,938.79
2023-05-29,8840.0,,0.0,9956.08,12921.9,2201.43,2173.24,841.28,1326.01,,244.29,3501.22,2708.46
2023-05-30,14042.0,5616.0,0.0,11768.25,17387.81,5780.01,5369.42,2100.54,3120.12,,999.49,9311.1,6585.7
2023-05-31,10682.0,10815.0,0.0,12919.79,19691.01,7015.22,5570.28,2189.55,3252.12,,1071.08,10038.41,7110.01
2023-06-01,5618.0,5288.0,0.0,11522.24,17879.52,6705.38,5585.69,714.74,1010.85,,272.57,10155.93,7203.06
2023-06-02,10816.0,,0.0,6540.68,17835.51,6916.07,5547.83,2227.98,3299.53,,1004.42,10136.83,7261.68
2023-06-03,9278.0,5632.0,0.0,8653.8,12244.71,3150.74,2610.47,945.8,1561.18,,235.89,4140.02,3203.96
2023-06-04,12041.0,6044.0,0.0,5586.64,7652.39,1043.41,856.78,246.51,416.0,,41.82,1442.34,1141.51
2023-06-05,6010.0,4041.0,0.0,12806.4,19962.9,6181.22,5119.1,1949.04,2982.78,,886.58,8901.53,6371.2
2023-06-06,8828.0,10340.0,0.0,11352.83,16213.27,3034.35,2455.63,1006.79,1707.32,,256.27,4222.74,3275.6
2023-06-07,17672.0,11062.0,0.0,0.0,20533.39,6959.89,5696.82,1992.43,2997.57,,946.5,9970.14,7012.72
2023-06-08,5323.0,3935.0,0.0,0.0,19981.64,7133.43,5785.7,2323.15,3422.49,,1168.97,10695.7,7535.25
2023-06-09,11462.0,,0.0,0.0,19463.0,7241.18,5778.93,2229.14,3288.77,,1031.05,10379.65,7333.93
2023-06-10,6792.0,7639.0,0.0,0.0,12172.69,3409.5,2663.75,896.05,1462.86,,233.06,4311.27,3309.36
2023-06-11,9795.0,8622.0,0.0,0.0,8247.73,1116.54,935.72,241.27,396.13,,40.8,1575.28,1236.71
2023-06-12,12147.0,6096.0,0.0,0.0,20022.87,6637.65,5560.19,1937.3,2888.58,,937.94,9781.42,6866.6
2023-06-13,7919.0,,0.0,0.0,19826.87,7120.7,5814.56,2130.59,3193.84,,1039.96,10387.05,7366.53
2023-06-14,11362.0,3200.0,0.0,0.0,19880.32,6380.22,5565.27,2138.06,3194.37,,1060.09,10010.32,7086.22
2023-06-15,13100.0,11455.0,0.0,8889.55,18826.96,7003.5,5740.3,2043.18,3033.38,,998.97,10232.15,7293.97
2023-06-16,9306.0,,0.0,11663.1,17481.19,6771.27,5400.46,2291.62,3379.44,,1019.26,9664.18,6851.67
2023-06-17,13728.0,10550.0,0.0,9042.25,12510.62,3120.11,2595.71,938.34,1552.61,,244.73,3987.12,3039.63
2023-06-18,8731.0,8502.0,0.0,5622.53,7411.91,1093.51,883.67,276.08,463.31,,43.5,1464.04,1139.29
2023-06-19,6332.0,5823.0,0.0,9207.43,20990.33,6840.77,5663.7,2199.4,3279.13,,1060.52,9622.42,6799.44
2023-06-20,10657.0,,0.0,0.0,20863.14,7198.59,5832.73,2404.47,3583.77,,1160.91,10380.5,7571.14
2023-06-21,10929.0,6779.0,0.0,0.0,15614.97,5120.69,5270.49,1975.41,2926.2,,956.32,9174.14,6505.17
2023-06-22,7590.0,5700.0,0.0,0.0,20234.98,7322.3,5959.22,2458.59,3637.4,,1222.3,10462.54,7504.49
2023-06-23,11132.0,,0.0,0.0,19276.69,6801.66,5516.63,2393.53,3521.25,,1085.21,9884.35,7035.27
2023-06-24,16439.0,10633.0,0.0,0.0,15120.34,3001.67,2524.38,1018.8,1673.46,,281.83,4017.75,3067.25
2023-06-25,7435.0,6392.0,0.0,0.0,6097.0,1100.1,915.03,254.95,417.18,,49.76,1577.17,1228.91
2023-06-26,5701.0,,0.0,0.0,16885.5,5365.97,5060.92,1773.44,2581.18,,817.96,8533.82,5973.18
2023-06-27,11924.0,,0.0,0.0,18984.55,6881.18,5765.36,2140.6,3181.1,,1044.73,10016.56,7086.45
2023-06-28,12058.0,10924.0,0.0,0.0,18848.55,6112.12,5367.64,2124.13,3183.65,,1070.03,9622.77,6811.27
2023-06-29,12771.0,11198.0,0.0,0.0,16507.68,6145.01,5468.22,1916.59,2937.6,,966.38,9679.85,6803.08
2023-06-30,15567.0,,0.0,0.0,14735.11,5008.1,4551.12,1703.99,2630.6,,789.25,8110.48,5818.73
2023-07-01,6894.0,8671.0,0.0,,,2317.41,2090.08,842.19,1449.36,,221.41,3268.6,0.0
2023-07-02,12934.0,3839.0,0.0,,,1080.31,914.39,296.72,531.57,,54.18,1497.93,0.0
2023-07-03,7526.0,8232.0,0.0,,,6272.05,5310.94,2056.49,3172.72,,910.38,9359.34,0.0
2023-07-04,11569.0,8407.0,0.0,,,6654.51,5610.91,2202.34,3390.76,,1048.01,10058.41,0.0
2023-07-05,8039.0,5028.0,0.0,,,6348.54,5316.16,1970.15,3001.34,,929.81,9481.31,0.0
2023-07-06,9428.0,6724.0,0.0,,,6775.79,5621.45,2268.0,3481.75,,1064.51,10319.71,0.0
2023-07-07,8431.0,5386.0,0.0,,,6043.59,5228.5,1998.45,3061.13,,871.91,9165.59,0.0
2023-07-08,4193.0,7404.0,0.0,,,2146.87,2124.1,698.36,1241.11,,185.83,3300.78,0.0
2023-07-09,3543.0,5253.0,0.0,,,936.01,843.38,195.24,346.49,,33.23,1388.42,0.0
2023-07-10,7440.0,,0.0,,,6253.63,5273.27,2041.43,3190.34,,972.94,9339.48,0.0
2023-07-11,10424.0,,0.0,,,6344.46,5464.62,1270.32,2020.7,,596.8,9537.13,0.0
2023-07-12,5629.0,8480.0,0.0,,,5555.93,5115.73,1885.23,2912.35,,881.39,8962.49,0.0
2023-07-13,16401.0,7628.0,0.0,,,5854.11,5302.88,1993.57,3073.69,,966.91,9331.88,0.0
2023-07-14,7661.0,,0.0,,,5460.31,4850.98,1972.63,3036.52,,909.38,8537.27,0.0
2023-07-15,7945.0,5640.0,0.0,,,2444.71,2127.32,744.06,1301.03,,234.63,3332.52,0.0
2023-07-16,9706.0,10302.0,0.0,,,821.93,854.97,236.57,412.41,,43.71,1356.84,0.0
2023-07-17,8190.0,,0.0,,,6004.85,5233.25,1960.65,2981.37,,1016.89,9021.81,0.0
2023-07-18,13066.0,,0.0,,,5308.79,5089.68,1965.94,2996.22,,1050.15,8830.11,0.0
2023-07-19,7727.0,8282.0,0.0,,,6030.92,5310.26,2152.04,3272.1,,1171.2,9390.97,0.0
2023-07-20,10463.0,10257.0,0.0,,,6720.88,5746.56,2422.21,3679.44,,1339.31,10230.04,0.0
2023-07-21,4898.0,,0.0,,,6444.02,5295.18,2281.47,3446.64,,1185.23,9314.44,0.0
2023-07-22,2300.0,7887.0,0.0,,,2717.49,2365.49,875.57,1497.59,,282.04,3838.86,0.0
2023-07-23,10515.0,5326.0,0.0,,,845.87,737.8,201.48,352.11,,38.8,1244.47,0.0
2023-07-24,14488.0,,0.0,,,5834.46,5108.92,1711.53,2577.67,,856.53,8639.3,0.0
2023-07-25,8213.0,,0.0,,,6833.71,5687.77,2110.17,3128.5,,1076.98,9926.0,0.0
2023-07-26,10722.0,6925.0,0.0,,,7049.71,5762.62,1977.64,3017.21,,990.06,10082.13,0.0
2023-07-27,9551.0,9452.0,0.0,,,7311.81,6028.29,2081.85,3175.73,,1028.88,10241.35,0.0
2023-07-28,15615.0,,0.0,,,6486.98,5250.74,2231.78,3358.32,,997.83,9132.24,0.0
2023-07-29,5874.0,9856.0,0.0,,,2720.52,2201.07,896.25,1539.24,,234.67,3641.66,0.0
2023-07-30,14182.0,7169.0,0.0,,,922.87,740.89,237.48,413.04,,36.53,1328.29,0.0
2023-07-31,9793.0,,0.0,,,4940.82,3897.43,1692.62,2673.86,,733.02,7028.69,0.0
2023-08-01,5344.0,,0.0,,,5238.45,4203.58,1486.17,2410.58,,654.63,,
2023-08-02,10515.0,10571.0,0.0,,,5129.98,3987.86,1519.91,2479.52,,659.38,,
2023-08-03,13571.0,7749.0,0.0,,,5443.1,4425.2,1575.54,2580.26,,717.97,,
2023-08-04,5966.0,,0.0,,,5492.78,4413.24,1742.05,2763.94,,726.65,,
2023-08-05,9473.0,4877.0,0.0,,,2353.43,1981.96,820.92,1468.47,,216.2,,
2023-08-06,8329.0,,0.0,,,885.9,708.32,281.34,502.8,,47.74,,
2023-08-07,8917.0,9833.0,0.0,,,7211.32,4838.63,1715.46,2665.71,,769.9,,
2023-08-08,7430.0,,0.0,,,8074.8,5100.77,2068.7,3188.54,,898.84,,
2023-08-09,,,,,,5059.42,3378.86,1325.36,2169.89,,501.84,,
2023-08-10,,,,,,1701.66,1807.91,539.41,924.75,,172.49,,
2023-08-11,6219.0,6011.0,0.0,,,8849.9,5761.99,2326.5,3556.39,,1103.32,,
2023-08-12,7404.0,7323.0,0.0,,,4172.04,2726.64,1111.72,1922.27,,371.3,,
2023-08-13,16832.0,8573.0,0.0,,,1270.52,810.44,240.81,428.47,,42.19,,
2023-08-14,7228.0,10820.0,0.0,,,8003.26,5082.96,2048.74,3284.4,,1036.5,,
2023-08-15,8910.0,6023.0,0.0,,,4318.43,2663.69,1091.64,2000.49,,400.91,,
2023-08-16,9450.0,5341.0,0.0,,,8713.35,5759.72,2322.02,3600.14,,1209.58,,
2023-08-17,12524.0,8926.0,0.0,,,9351.81,6130.0,2489.6,3809.76,,1353.9,,
2023-08-18,8047.0,4799.0,0.0,,,8668.96,5514.9,2419.38,3696.68,,1232.98,,
2023-08-19,7938.0,5296.0,0.0,,,3916.29,2725.68,996.94,1725.14,,385.43,,
2023-08-20,7765.0,6824.0,0.0,,,1365.2,866.92,335.67,595.19,,65.49,,
2023-08-21,8306.0,9519.0,0.0,,,8908.45,5789.63,2178.02,3320.1,,1133.02,,
2023-08-22,12978.0,,0.0,,,8951.69,5865.92,2568.59,3848.27,,1368.12,,
2023-08-23,8219.0,6416.0,0.0,,,9069.95,5876.85,2421.72,3748.17,,1296.28,,
2023-08-24,11375.0,6914.0,0.0,,,7903.8,5348.81,1989.08,2997.02,,1031.0,,
2023-08-25,15619.0,,0.0,,,8960.06,5727.6,2297.59,3492.62,,1157.56,,
2023-08-26,7405.0,9910.0,0.0,,,4308.29,2848.16,1095.28,1900.28,,406.64,,
2023-08-27,11742.0,7754.0,0.0,,,1479.14,971.57,451.05,777.08,,97.48,,
2023-08-28,10110.0,6398.0,0.0,,,8749.19,5775.19,2098.49,3244.18,,1062.7,,
2023-08-29,11926.0,11455.0,0.0,,,8826.13,5675.67,2122.21,3323.3,,1165.86,,
2023-08-30,11868.0,10731.0,0.0,,,7877.84,5358.97,1941.57,3049.29,,1001.13,,
2023-08-31,9105.0,11465.0,0.0,,,8411.09,5526.33,2144.66,3293.8,,1126.77,,
2023-09-01,13358.0,,0.0,10673.77,15475.96,7466.38,5024.72,2016.61,3108.44,,1018.49,8732.3,0.0
2023-09-02,7950.0,9785.0,0.0,7418.84,9753.02,3508.09,2411.63,898.0,1592.22,,319.68,3751.28,0.0
2023-09-03,13024.0,4943.0,0.0,5560.89,7046.71,1440.7,966.93,337.73,598.34,,64.03,1549.71,0.0
2023-09-04,7923.0,10762.0,0.0,14226.24,20602.39,8408.84,5635.83,2104.08,3268.14,,1045.19,9663.56,0.0
2023-09-05,11961.0,,0.0,13146.27,19046.97,8654.65,5669.18,2115.43,3334.54,,1100.93,10353.86,0.0
2023-09-06,6351.0,8390.0,0.0,13232.26,18911.35,8506.52,5685.46,2070.55,3211.75,,1042.82,10001.94,0.0
2023-09-07,12941.0,4297.0,0.0,13910.12,19797.83,8284.62,5552.28,2044.62,3148.55,,1070.57,9797.27,0.0
2023-09-08,12967.0,6070.0,0.0,12672.55,17642.39,8650.74,5640.24,2246.58,3460.65,,1099.82,10088.07,0.0
2023-09-09,8765.0,8831.0,0.0,8113.65,10566.19,3909.53,2640.46,794.52,1412.73,,245.64,4055.11,0.0
2023-09-10,6759.0,8166.0,0.0,5230.44,6788.46,1500.23,1007.71,243.31,428.39,,41.84,1605.83,0.0
2023-09-11,11005.0,,0.0,13505.11,19804.64,8453.0,5596.65,1933.23,3027.91,,1001.51,9770.88,0.0
2023-09-12,14246.0,8257.0,0.0,12561.89,19290.6,8969.09,5960.33,2324.27,3562.46,,1225.01,10696.97,0.0
2023-09-13,14691.0,6359.0,0.0,12149.74,18626.58,8812.99,5911.22,2324.81,3567.18,,1201.95,10517.11,0.0
2023-09-14,9147.0,5375.0,0.0,11432.35,17843.4,8235.69,5873.83,2259.45,3457.77,,1200.72,10276.62,0.0
2023-09-15,12417.0,,0.0,11373.5,16466.8,8325.48,5578.66,2156.57,3293.31,,1087.13,9968.94,0.0
2023-09-16,10157.0,7829.0,0.0,7941.93,10288.67,3469.14,1710.41,773.22,1344.96,,270.97,3914.24,0.0
2023-09-17,7511.0,8383.0,0.0,5714.28,6778.26,1179.52,936.55,204.13,354.99,,39.02,1447.33,0.0
2023-09-18,12371.0,,0.0,13982.22,18906.1,8701.09,5753.5,2077.77,3196.89,,1069.79,10138.17,0.0
2023-09-19,8337.0,7326.0,0.0,13661.5,19484.28,8989.64,6143.1,2225.34,3400.62,,1149.94,11149.36,0.0
2023-09-20,10304.0,6079.0,0.0,12301.94,18233.98,8721.58,5980.55,2090.44,3218.36,,1113.61,10613.09,0.0
2023-09-21,11690.0,6834.0,0.0,11792.28,17624.77,8152.57,5575.99,1937.73,2945.87,,1054.1,10043.68,0.0
2023-09-22,11994.0,,0.0,13355.37,18751.62,9022.79,5935.35,2390.08,3595.87,,1233.65,10653.69,0.0
2023-09-23,13253.0,8280.0,0.0,9703.51,12948.09,4594.19,3140.28,1041.96,1750.46,,387.12,5011.86,0.0
2023-09-24,7089.0,6791.0,0.0,6056.5,7814.5,1574.39,1063.86,221.88,391.0,,48.33,1767.19,0.0
2023-09-25,12010.0,12152.0,0.0,14563.49,21323.59,9443.93,6184.43,2203.72,3323.9,,1133.63,10662.15,0.0
2023-09-26,11761.0,,0.0,11283.18,16756.22,9163.46,6292.98,2261.76,3418.5,,1196.22,11364.07,0.0
2023-09-27,11291.0,9423.0,0.0,10959.8,14886.65,8268.08,5296.02,1873.86,2833.41,,842.5,9512.78,0.0
2023-09-28,10907.0,3952.0,0.0,3253.68,3768.66,1891.14,1298.05,263.3,435.59,,50.21,2197.1,0.0
2023-09-29,3236.0,,0.0,732.02,870.82,337.72,236.77,88.04,143.83,,10.48,322.01,0.0
2023-09-30,8458.0,6768.0,0.0,1204.67,1567.74,801.39,546.87,162.03,277.47,,25.51,849.01,0.0
2023-10-01,12199.0,,0.0,,,882.59,594.28,229.78,399.51,,36.98,904.75,0.0
2023-10-02,12954.0,,0.0,,,2351.83,1562.47,795.79,1381.36,,209.02,2616.19,0.0
2023-10-03,7471.0,,0.0,,,2728.43,1798.4,764.82,1319.49,,195.58,3016.07,0.0
2023-10-04,19204.0,6460.0,0.0,,,7964.25,5352.41,1792.36,2837.5,,901.35,9265.7,0.0
2023-10-05,8258.0,,0.0,,,9226.42,5966.92,2287.3,3492.82,,1171.27,10765.05,0.0
2023-10-06,6518.0,,0.0,,,9231.91,6220.7,2385.73,3644.08,,1156.48,10688.45,0.0
2023-10-07,7981.0,7296.0,0.0,,,4382.57,2952.61,1256.45,2163.05,,420.36,4741.9,0.0
2023-10-08,3758.0,,0.0,,,1241.35,833.1,243.91,433.84,,41.82,1328.35,0.0
2023-10-09,5496.0,,0.0,,,3688.61,2442.89,1196.36,2068.5,,388.6,4251.21,0.0
2023-10-10,9266.0,,0.0,,,8400.95,5720.6,2135.91,3267.47,,1071.56,9898.68,0.0
2023-10-11,9507.0,6921.0,0.0,,,8935.14,5987.69,2246.71,3420.94,,1123.52,10538.98,0.0
2023-10-12,9257.0,5178.0,0.0,,,6881.47,6049.35,2379.27,3656.67,,1207.05,10758.19,0.0
2023-10-13,6959.0,,0.0,,,5535.14,5792.11,2367.2,3618.24,,1114.6,10417.48,0.0
2023-10-14,10137.0,8008.0,0.0,,,2644.57,2896.25,995.4,1744.4,,293.51,4419.81,0.0
2023-10-15,6575.0,3103.0,0.0,,,1025.25,1089.66,292.6,512.6,,52.56,1735.04,0.0
2023-10-16,12563.0,5480.0,0.0,,,5274.97,5688.79,2077.06,3238.6,,1005.63,10016.83,0.0
2023-10-17,8495.0,,0.0,,,5770.17,6105.48,2308.2,3515.51,,1126.15,10696.62,0.0
2023-10-18,7883.0,6371.0,0.0,,,6985.69,5877.82,2062.64,3167.19,,1036.19,10329.6,0.0
2023-10-19,11372.0,4893.0,0.0,,,6992.55,5864.16,2104.28,3249.11,,1073.31,10410.56,0.0
2023-10-20,6679.0,,0.0,,,6958.76,5612.76,1995.78,3008.21,,906.32,9927.24,0.0
2023-10-21,8004.0,9217.0,0.0,,,3242.77,2764.3,830.15,1374.69,,244.04,4155.85,0.0
2023-10-22,14238.0,5998.0,0.0,,,1494.42,1074.8,263.62,444.57,,49.91,1749.05,0.0
2023-10-23,11408.0,9139.0,0.0,,,8030.95,5604.86,1935.04,2941.64,,907.75,9871.39,0.0
2023-10-24,11589.0,,0.0,,,8795.13,5908.8,2117.87,3235.86,,1051.28,10378.84,0.0
2023-10-25,7549.0,6760.0,0.0,,,8826.14,6005.07,2156.43,3287.2,,1116.96,10491.61,0.0
2023-10-26,13248.0,5395.0,0.0,,,8840.06,5902.52,2110.87,3188.2,,1077.81,10544.69,0.0
2023-10-27,15209.0,,0.0,,,8494.41,5535.97,2086.68,3175.03,,986.01,9812.62,0.0
2023-10-28,9574.0,12027.0,0.0,,,3950.42,2652.12,902.65,1532.08,,285.87,4148.64,0.0
2023-10-29,8704.0,7297.0,0.0,,,1501.94,988.78,243.23,412.36,,47.57,1622.18,0.0
2023-10-30,15985.0,7563.0,0.0,,,8160.2,5436.08,1941.3,2966.07,,909.26,9410.33,0.0
2023-10-31,7667.0,,0.0,,,8630.17,5902.03,2049.96,3183.36,,1047.35,10424.12,0.0
2023-11-01,11793.0,7080.0,0.0,12355.31,17026.81,7036.33,5396.09,1895.44,2937.37,,929.4,9543.85,0.0
2023-11-02,12669.0,5943.0,0.0,12581.53,16574.0,6503.95,5626.65,1904.57,2971.68,,927.65,9964.73,0.0
2023-11-03,10095.0,,0.0,11730.69,15292.61,6354.77,5303.0,1983.88,3056.44,,891.34,9432.96,0.0
2023-11-04,14469.0,8472.0,0.0,7566.01,9484.28,2659.25,2223.78,879.01,1508.23,,240.94,3633.68,0.0
2023-11-05,9972.0,,0.0,5730.91,6903.01,1112.1,983.03,302.09,524.32,,53.45,1528.25,0.0
2023-11-06,9505.0,6187.0,0.0,13839.72,19609.58,6008.56,5138.86,1796.24,2764.89,,862.05,8688.95,0.0
2023-11-07,8582.0,,0.0,13292.64,18294.26,6825.54,5650.37,2065.86,3203.55,,1013.37,9848.27,0.0
2023-11-08,9482.0,5485.0,0.0,13914.51,19183.33,6746.74,5613.11,2024.67,3191.4,,971.39,9906.31,0.0
2023-11-09,11401.0,8753.0,0.0,13776.63,19293.4,6977.29,5945.75,2090.32,3251.24,,1041.71,10200.2,0.0
2023-11-10,11509.0,5457.0,0.0,13842.52,18996.69,6779.79,5488.69,2128.54,3266.7,,970.94,9608.73,0.0
2023-11-11,11742.0,9403.0,0.0,10174.23,12530.96,2966.87,2474.17,886.5,1498.36,,248.36,3901.97,0.0
2023-11-12,12419.0,7146.0,0.0,6186.29,7405.03,1274.23,1043.97,273.56,476.12,,51.37,1713.45,0.0
2023-11-13,12023.0,8134.0,0.0,14590.14,19934.25,6512.11,5387.49,1924.2,2998.28,,916.96,9227.66,0.0
2023-11-14,15173.0,9344.0,0.0,12909.27,17790.27,6731.6,5709.58,2038.85,3109.05,,1009.05,10018.4,0.0
2023-11-15,9867.0,3989.0,0.0,13573.53,19100.24,6472.33,5434.98,2048.55,3214.4,,1026.57,9714.66,0.0
2023-11-16,13357.0,3750.0,0.0,12665.31,19142.37,6680.42,5491.72,2006.57,3087.49,,1035.32,9738.63,0.0
2023-11-17,7351.0,,0.0,12534.52,17028.82,6600.33,5382.64,2013.43,3084.79,,946.09,9436.69,0.0
2023-11-18,7505.0,,0.0,9623.37,11869.73,2911.13,1991.84,964.22,1652.1,,297.99,3805.45,0.0
2023-11-19,6646.0,4981.0,0.0,6422.16,7681.69,1158.67,978.04,341.18,593.6,,64.57,1524.7,0.0
2023-11-20,11307.0,13903.0,0.0,14058.01,19251.42,6666.5,5436.82,1979.22,3044.31,,990.16,9403.73,0.0
2023-11-21,11001.0,4418.0,0.0,13374.6,18565.75,6981.22,5756.64,2137.8,3273.82,,1073.68,10357.14,0.0
2023-11-22,11008.0,4002.0,0.0,14784.22,20215.57,6823.27,5649.67,2202.08,3351.21,,1139.4,10002.88,0.0
2023-11-23,7794.0,6276.0,0.0,13749.82,19045.2,6941.86,5650.38,2053.82,3137.35,,1073.44,10251.61,0.0
2023-11-24,12932.0,,0.0,13426.04,18084.28,6874.77,5562.7,2135.09,3208.87,,1011.7,9817.92,0.0
2023-11-25,14965.0,5226.0,0.0,9419.74,11566.26,3125.61,2630.74,1137.85,1915.66,,359.62,4029.59,0.0
2023-11-26,4792.0,8063.0,0.0,6567.39,7983.62,1051.84,896.29,399.5,707.19,,81.49,1368.21,0.0
2023-11-27,15764.0,,0.0,13816.88,20111.0,6094.68,5005.79,1991.13,3102.4,,971.06,8791.78,0.0
2023-11-28,16688.0,14425.0,0.0,14069.87,19875.42,6841.14,5574.55,2250.42,3418.68,,1116.39,9875.68,0.0
2023-11-29,9806.0,10179.0,0.0,14146.13,20880.54,6716.88,5441.97,1978.12,3043.35,,1008.78,9824.38,0.0
2023-11-30,8114.0,10142.0,0.0,12870.75,17921.39,6559.04,5404.93,1991.66,3102.49,,1051.91,9726.62,0.0
2023-12-01,9744.0,,0.0,,,6442.76,5286.5,2035.23,3104.24,,957.76,9322.17,0.0
2023-12-02,17882.0,6835.0,0.0,,,2811.83,2370.12,889.26,1558.39,,283.48,3653.0,0.0
2023-12-03,9449.0,4202.0,0.0,,,1038.97,880.73,440.09,761.97,,86.17,1400.07,0.0
2023-12-04,16289.0,4888.0,0.0,,,6038.54,4172.29,2038.28,3171.44,,1028.97,9121.65,0.0
2023-12-05,7843.0,5027.0,0.0,,,6768.54,0.0,2110.04,3227.83,,1043.87,9927.95,0.0
2023-12-06,11459.0,6922.0,0.0,,,6601.09,0.0,2166.09,3294.15,,1086.08,9850.54,0.0
2023-12-07,4386.0,5900.0,0.0,,,6446.35,0.0,2224.71,3405.14,,1142.18,9838.11,0.0
2023-12-08,15657.0,7462.0,0.0,,,6605.65,0.0,2197.38,3330.76,,1006.92,9884.54,0.0
2023-12-09,7830.0,8330.0,0.0,,,2959.36,0.0,1092.91,1878.67,,331.64,3932.95,0.0
2023-12-10,8788.0,7310.0,0.0,,,979.92,0.0,388.15,681.39,,75.81,1374.98,0.0
2023-12-11,11370.0,6546.0,0.0,,,6269.73,0.0,1793.61,2709.27,,910.71,8881.22,0.0
2023-12-12,19524.0,4948.0,0.0,,,6897.88,0.0,2019.04,3063.67,,1041.82,10124.08,0.0
2023-12-13,4911.0,9753.0,0.0,,,6675.05,0.0,2190.56,3290.78,,1136.47,10327.85,0.0
2023-12-14,13064.0,5194.0,0.0,,,6748.8,0.0,2249.13,3370.44,,1189.34,9817.45,0.0
2023-12-15,11960.0,,0.0,,,5360.92,0.0,1927.2,2854.27,,954.66,8439.65,0.0
2023-12-16,8017.0,6482.0,0.0,,,2823.88,0.0,865.54,1457.01,,277.74,3594.75,0.0
2023-12-17,10572.0,9282.0,0.0,,,1065.84,0.0,291.13,503.07,,55.78,1395.32,0.0
2023-12-18,5321.0,6875.0,0.0,,,6377.44,0.0,2037.04,3028.56,,978.02,9317.63,0.0
2023-12-19,12292.0,,0.0,,,7021.48,0.0,2131.74,3171.97,,1086.96,10335.95,0.0
2023-12-20,3096.0,5323.0,0.0,,,6717.23,0.0,2056.03,3088.42,,1060.13,9711.42,0.0
