날짜,북컨물동량,남컨물동량,서컨물동량,남해2지선_가락IC-서부산TG,남해2지선_서부산IC-가락IC,남해선(순천-부산)_김해JC-동김해IC,남해선(순천-부산)_북부산TG-김해JC,부산신항선_남진례IC-대청IC,부산신항선_대청IC-진해IC,부산신항선_진례JC-남진례IC,부산신항선_진해IC-남문대교,중앙선_대감JC-대동IC,중앙선_대동IC-초정IC
2022-08-22,8690.0,4134.0,0.0,0.0,18646.81,7256.0,5962.91,1981.46,2985.3,,836.98,,
2022-08-23,11166.0,16329.0,0.0,0.0,16836.46,7318.4,5978.44,2065.24,3116.35,,938.71,,
2022-08-24,9453.0,5276.0,0.0,0.0,15367.31,6155.99,5199.43,1899.94,2851.34,,870.62,,
2022-08-25,11162.0,2826.0,0.0,0.0,17302.78,7458.05,6030.36,2195.75,3286.02,,1005.04,,
2022-08-26,9859.0,7956.0,0.0,0.0,17070.0,7632.74,6064.06,2221.5,3359.73,,941.4,,
2022-08-27,3453.0,8090.0,0.0,0.0,9132.54,3634.98,2985.69,1031.26,1722.11,,317.07,,
2022-08-28,5841.0,7711.0,0.0,0.0,6583.49,1136.2,916.39,273.14,472.6,,47.04,,
2022-08-29,9745.0,11523.0,0.0,0.0,17524.37,7286.14,5853.41,1979.09,3009.62,,830.6,,
2022-08-30,16314.0,5163.0,0.0,0.0,16764.44,7115.91,6118.05,2109.06,3205.7,,949.92,,
2022-08-31,12111.0,6863.0,0.0,0.0,14820.09,5516.42,5146.63,1770.01,2756.88,,831.15,,
2022-09-01,4864.0,4636.0,0.0,,,6116.21,5198.43,1998.08,3021.77,,887.02,,
2022-09-02,13972.0,10441.0,0.0,,,6715.05,5550.0,2076.25,3082.04,,924.6,,
2022-09-03,8676.0,5525.0,0.0,,,3322.0,2910.37,941.83,1583.85,,274.46,,
2022-09-04,6287.0,6458.0,0.0,,,1062.04,902.84,255.46,463.78,,48.11,,
2022-09-05,,,0.0,,,4198.68,3638.92,1134.84,1841.63,,362.74,,
2022-09-06,,,,,,3035.07,2400.47,685.01,1153.88,,233.49,,
2022-09-07,6196.0,3008.0,0.0,,,7882.77,6296.03,2208.9,3257.12,,1008.35,,
2022-09-08,10143.0,5692.0,0.0,,,6782.57,5292.11,2113.69,3063.96,,854.24,,
2022-09-09,15674.0,6352.0,0.0,,,1467.63,1191.75,303.01,493.77,,61.01,,
2022-09-10,2705.0,3081.0,0.0,,,259.56,216.82,93.5,153.28,,11.46,,
2022-09-11,7782.0,2832.0,0.0,,,443.3,368.93,192.72,320.43,,27.92,,
2022-09-12,10432.0,11074.0,0.0,,,1363.58,1154.36,422.4,708.74,,85.22,,
2022-09-13,9539.0,7778.0,0.0,,,6279.11,5131.0,1666.49,2599.68,,756.12,,
2022-09-14,6746.0,7748.0,0.0,,,7472.52,6012.37,2205.15,3314.67,,1039.44,,
2022-09-15,10787.0,2569.0,0.0,,,7483.31,5984.67,2181.16,3301.5,,1005.87,,
2022-09-16,9691.0,8297.0,0.0,,,7592.43,6088.74,2218.02,3340.25,,928.44,,
2022-09-17,8154.0,4186.0,0.0,,,3484.52,2936.19,876.59,1466.48,,257.79,,
2022-09-18,,,0.0,,,1200.91,994.38,253.13,441.2,,48.53,,
2022-09-19,,,0.0,,,4821.22,3793.7,1442.01,2239.47,,543.23,,
2022-09-20,7888.0,3712.0,0.0,,,7687.47,6172.02,2032.29,3052.58,,953.08,,
2022-09-21,11862.0,11727.0,0.0,,,7593.96,6108.03,1965.37,3002.29,,930.67,,
2022-09-22,10348.0,7070.0,0.0,,,7545.12,6072.27,2095.24,3056.75,,1260.99,,
2022-09-23,9995.0,7487.0,0.0,,,7831.56,6146.19,2287.62,3363.02,,991.46,,
2022-09-24,13582.0,10813.0,0.0,,,3738.03,3037.68,1049.05,1661.31,,287.42,,
2022-09-25,10050.0,4943.0,0.0,,,1173.55,960.91,320.59,523.24,,64.15,,
2022-09-26,9191.0,8314.0,0.0,,,7218.39,5967.15,1960.75,2865.29,,886.3,,
2022-09-27,13740.0,4950.0,0.0,,,7369.36,6118.34,2015.65,3000.77,,968.6,,
2022-09-28,8700.0,9164.0,0.0,,,7236.52,5901.22,2229.01,3299.38,,1028.76,,
2022-09-29,13776.0,8146.0,0.0,,,7529.99,6136.43,2126.1,3173.06,,997.38,,
2022-09-30,11099.0,3751.0,0.0,,,7304.44,5889.24,2309.31,3397.1,,947.68,,
2022-10-01,15765.0,2837.0,0.0,,,3377.36,2781.54,1065.18,1649.27,,259.76,4187.3,3275.12
2022-10-02,6088.0,10129.0,0.0,,,934.92,757.53,313.64,526.58,,48.46,1169.35,939.36
2022-10-03,15692.0,4692.0,0.0,,,2584.65,2100.36,928.6,1515.09,,234.0,3673.58,2967.63
2022-10-04,11116.0,7706.0,0.0,,,6826.59,5559.51,1820.5,2762.02,,805.22,9407.1,7000.96
2022-10-05,6821.0,6494.0,0.0,,,6933.06,5666.05,2209.28,3260.2,,1002.65,9865.57,7349.84
2022-10-06,9118.0,1578.0,0.0,,,7019.0,5855.88,2130.03,3159.49,,948.21,10050.76,7443.53
2022-10-07,6681.0,4853.0,0.0,,,7396.69,5897.96,2406.18,3517.67,,987.72,10214.68,7551.46
2022-10-08,2839.0,7012.0,0.0,,,3657.61,2934.09,1188.92,1821.92,,290.22,4410.68,3398.44
2022-10-09,10777.0,5652.0,0.0,,,1045.56,871.55,363.02,592.09,,62.19,1379.58,1111.58
2022-10-10,6226.0,8771.0,0.0,,,2738.79,2174.47,903.82,1432.45,,206.5,3606.94,2863.47
2022-10-11,7549.0,4282.0,0.0,,,6550.41,5412.05,1836.22,2778.93,,824.73,9283.08,6864.89
2022-10-12,6543.0,14803.0,0.0,,,7086.25,5804.37,2160.17,3208.81,,997.89,10250.64,7633.74
2022-10-13,10811.0,4579.0,0.0,,,7393.35,5925.23,2188.15,3260.63,,980.66,10127.17,7516.06
2022-10-14,12220.0,,0.0,,,7440.77,5922.77,2209.92,3277.8,,901.98,10405.02,7700.91
2022-10-15,13848.0,2396.0,0.0,,,3651.8,3013.05,1025.71,1623.02,,261.35,4445.89,3478.24
2022-10-16,3999.0,11179.0,0.0,,,1425.87,1178.95,358.59,579.2,,62.03,1858.34,1494.06
2022-10-17,14995.0,6006.0,0.0,,,6755.92,5466.22,1897.99,2773.13,,837.7,9217.86,6862.22
2022-10-18,10142.0,922.0,0.0,,,7161.97,5890.93,2192.36,3215.46,,1029.07,10121.71,7401.97
2022-10-19,3944.0,10579.0,0.0,,,6769.72,5602.88,2167.0,3158.64,,1007.62,9500.91,7052.18
2022-10-20,12620.0,6707.0,0.0,,,6961.21,5833.65,2130.97,3143.93,,972.21,10197.96,7541.27
2022-10-21,7530.0,8342.0,0.0,,,7000.18,5722.41,2121.98,3067.34,,895.29,10025.29,7384.52
2022-10-22,7677.0,6914.0,0.0,,,3704.38,3018.42,861.17,1359.34,,213.36,4348.88,3409.3
2022-10-23,8306.0,5143.0,0.0,,,1392.02,1133.98,264.31,424.92,,49.22,1748.84,1411.44
2022-10-24,11537.0,8448.0,0.0,,,6655.96,5396.08,1914.91,2826.36,,865.91,9483.34,7014.94
2022-10-25,8690.0,5889.0,0.0,,,7107.35,5624.47,2059.68,3026.26,,934.83,9987.87,7452.98
2022-10-26,11221.0,9774.0,0.0,,,7118.38,5578.9,2012.51,2979.59,,928.78,9843.77,7341.45
2022-10-27,11355.0,2244.0,0.0,,,7031.34,5588.58,2153.82,3198.08,,977.3,9867.78,7436.32
2022-10-28,10503.0,6440.0,0.0,,,7026.1,5525.8,2155.23,3150.08,,866.82,9745.83,7140.63
2022-10-29,10787.0,3978.0,0.0,,,3432.76,2750.95,866.06,1374.95,,214.03,4111.99,3131.58
2022-10-30,7102.0,8956.0,0.0,,,1251.29,980.04,264.56,430.57,,45.79,1547.8,1205.43
2022-10-31,4565.0,7442.0,0.0,,,6531.16,5287.74,1839.28,2706.69,,791.1,9130.02,6648.84
2022-11-01,11711.0,8856.0,0.0,,,6857.12,5556.81,1896.39,2871.59,,868.67,,
2022-11-02,9686.0,6444.0,0.0,,,6802.84,5459.68,1934.35,2909.64,,867.9,,
2022-11-03,13260.0,9544.0,0.0,,,6787.46,5513.73,2180.22,3220.49,,977.35,,
2022-11-04,9882.0,8930.0,0.0,,,6671.73,5307.48,2174.19,3171.41,,851.82,,
2022-11-05,9078.0,8100.0,0.0,,,2955.36,2353.63,818.05,1307.2,,203.15,,
2022-11-06,12371.0,2183.0,0.0,,,1123.65,910.73,320.42,523.46,,57.36,,
2022-11-07,8816.0,9424.0,0.0,,,6572.8,5230.26,1918.69,2788.53,,811.04,,
2022-11-08,5441.0,3425.0,0.0,,,7041.66,5590.99,2074.3,3067.78,,914.01,,
2022-11-09,12584.0,4704.0,0.0,,,6798.3,5484.71,2046.8,3031.25,,916.24,,
2022-11-10,9796.0,9376.0,0.0,,,7012.91,5440.91,2110.41,3141.83,,933.05,,
2022-11-11,7820.0,1938.0,0.0,,,6767.99,5266.86,2221.59,3280.58,,892.92,,
2022-11-12,10497.0,6498.0,0.0,,,2911.95,2421.22,937.84,1508.69,,232.19,,
2022-11-13,7296.0,11955.0,0.0,,,1042.05,852.55,408.31,682.21,,79.61,,
2022-11-14,11602.0,6776.0,0.0,,,6704.53,5274.45,1940.88,2894.04,,841.14,,
2022-11-15,6245.0,4806.0,0.0,,,6905.52,5563.72,2111.7,3071.35,,964.05,,
2022-11-16,8416.0,6180.0,0.0,,,6980.2,5608.31,2052.96,3204.83,,1002.41,,
2022-11-17,13186.0,8802.0,0.0,,,7157.97,5683.25,2116.53,3099.44,,1017.07,,
2022-11-18,6813.0,9343.0,0.0,,,7050.12,5642.85,2372.07,3407.96,,1051.47,,
2022-11-19,12572.0,2609.0,0.0,,,3597.77,2933.36,1046.89,1646.82,,321.24,,
2022-11-20,15976.0,5708.0,0.0,,,1482.35,1217.78,348.77,562.78,,75.53,,
2022-11-21,7988.0,10573.0,0.0,,,6848.53,5819.63,2315.87,3377.8,,1170.67,,
2022-11-22,8880.0,3994.0,0.0,,,6766.78,6034.31,2409.71,3440.05,,1341.94,,
2022-11-23,11533.0,9344.0,0.0,,,7388.4,6525.31,2533.42,3641.89,,1411.36,,
2022-11-24,5997.0,9102.0,0.0,,,5552.78,4497.6,1468.93,2332.82,,550.27,,
2022-11-25,8420.0,4193.0,0.0,,,3988.2,3648.91,1410.42,2256.02,,429.4,,
2022-11-26,6906.0,5361.0,0.0,,,2222.76,1995.02,665.21,1119.91,,149.17,,
2022-11-27,8823.0,12296.0,0.0,,,816.83,677.76,310.6,511.06,,60.89,,
2022-11-28,10227.0,5474.0,0.0,,,4436.77,3660.29,1105.63,1789.69,,407.09,,
2022-11-29,12964.0,4674.0,0.0,,,4666.7,3802.01,1299.68,2098.39,,528.16,,
2022-11-30,9437.0,7122.0,0.0,,,4861.13,3954.42,1434.02,2276.37,,608.33,,
2022-12-01,8028.0,7011.0,0.0,0.0,16746.22,5151.88,4142.25,1426.67,2252.98,,646.28,,
2022-12-02,4067.0,2155.0,0.0,0.0,15715.53,5254.08,4213.36,1566.82,2420.63,,630.86,,
2022-12-03,4683.0,6504.0,0.0,0.0,9160.92,2545.07,2125.78,698.43,1144.64,,202.51,,
2022-12-04,8771.0,3387.0,0.0,0.0,8783.42,1039.8,861.02,300.63,509.83,,64.16,,
2022-12-05,9514.0,2858.0,0.0,0.0,19340.14,5472.49,4407.0,1359.34,2120.64,,635.36,,
2022-12-06,8320.0,3107.0,0.0,0.0,18568.57,5787.05,4814.92,1600.92,2464.7,,824.08,,
2022-12-07,3677.0,7752.0,0.0,0.0,19340.53,6356.78,5153.29,1869.6,2795.44,,939.04,,
2022-12-08,10307.0,10779.0,0.0,0.0,18830.0,6287.72,5168.63,1834.05,2752.1,,931.96,,
2022-12-09,6457.0,2060.0,0.0,0.0,17679.93,6535.71,5270.23,1992.47,2959.22,,890.91,,
2022-12-10,6831.0,3608.0,0.0,0.0,11427.37,3479.58,2949.87,892.62,1442.89,,255.86,,
2022-12-11,11919.0,4447.0,0.0,0.0,8590.22,1133.09,949.39,274.41,462.39,,53.08,,
2022-12-12,11629.0,10417.0,0.0,0.0,20210.96,6697.53,5493.93,1911.94,2802.16,,862.24,,
2022-12-13,8047.0,2272.0,0.0,0.0,20184.07,7256.0,5869.3,2061.42,3035.92,,1002.65,,
2022-12-14,9087.0,8650.0,0.0,0.0,20186.67,7223.25,5909.97,2095.74,3069.29,,1007.44,,
2022-12-15,9236.0,7056.0,0.0,0.0,18548.95,7246.36,5931.85,2195.93,3212.97,,1040.43,,
2022-12-16,7088.0,6481.0,0.0,0.0,17841.22,7066.13,5605.64,2376.53,3410.54,,1041.09,,
2022-12-17,13629.0,3277.0,0.0,0.0,10231.16,3498.45,2832.33,953.7,1533.32,,270.84,,
2022-12-18,7260.0,13875.0,0.0,0.0,7680.84,1329.72,1066.52,334.79,578.61,,72.74,,
2022-12-19,15770.0,7781.0,0.0,0.0,20366.09,6816.41,5519.8,1770.83,2625.91,,806.45,,
2022-12-20,8882.0,3420.0,0.0,0.0,19858.6,7246.11,5871.51,2017.49,2977.35,,952.44,,
2022-12-21,14913.0,9141.0,0.0,0.0,18057.52,6550.63,5446.62,1940.43,2859.98,,912.74,,
2022-12-22,9237.0,5340.0,0.0,0.0,18780.08,7074.92,5767.44,2028.91,2992.47,,924.52,,
2022-12-23,5969.0,2538.0,0.0,0.0,16566.06,6396.56,5177.32,2022.32,3005.2,,846.1,,
2022-12-24,5886.0,4619.0,0.0,0.0,10651.14,2623.59,2139.11,978.02,1651.33,,265.22,,
2022-12-25,8929.0,2749.0,0.0,0.0,7088.69,1021.13,820.05,273.06,473.68,,52.68,,
2022-12-26,7209.0,9533.0,0.0,0.0,19590.9,6434.33,5327.2,1788.2,2664.63,,816.61,,
2022-12-27,11972.0,,0.0,0.0,19664.74,6778.42,5534.52,2053.01,3122.89,,1010.96,,
2022-12-28,13394.0,11437.0,0.0,0.0,19821.19,6893.63,5612.7,1884.9,2798.78,,851.39,,
2022-12-29,8407.0,,0.0,0.0,18323.79,6744.13,5575.53,1928.01,2875.06,,884.06,,
2022-12-30,8995.0,8303.0,0.0,0.0,15949.99,5867.51,4699.78,1660.74,2484.4,,649.4,,
2022-12-31,9399.0,,0.0,0.0,7772.16,2025.28,1704.05,761.71,1288.78,,180.15,,
2023-01-01,10776.0,5497.0,0.0,,,617.26,507.23,316.86,562.2,,53.48,,
2023-01-02,10945.0,,0.0,,,5972.96,4809.3,1648.38,2495.52,,716.79,,
2023-01-03,9882.0,10374.0,0.0,,,6834.01,5447.99,2000.85,3031.21,,883.19,,
2023-01-04,9796.0,6613.0,0.0,,,6505.62,5398.34,1978.56,2988.23,,861.9,,
2023-01-05,8180.0,,0.0,,,6791.51,5516.78,1980.54,3022.26,,901.01,,
2023-01-06,13881.0,,0.0,,,6872.09,5535.04,2117.69,3181.17,,904.53,,
2023-01-07,6748.0,5746.0,0.0,,,3031.1,2507.19,894.5,1522.75,,252.75,,
2023-01-08,8841.0,5830.0,0.0,,,940.56,786.65,293.96,507.28,,57.06,,
2023-01-09,10321.0,4998.0,0.0,,,6731.5,5535.52,1986.58,2960.61,,857.85,,
2023-01-10,8013.0,3955.0,0.0,,,6804.22,5688.05,2186.62,3271.71,,990.07,,
2023-01-11,9153.0,5466.0,0.0,,,6627.31,5599.7,2230.06,3322.91,,1019.0,,
2023-01-12,10738.0,10782.0,0.0,,,6953.32,5741.9,2166.92,3250.99,,990.87,,
2023-01-13,10123.0,,0.0,,,5572.99,4777.06,1912.5,2819.78,,849.4,,
2023-01-14,4661.0,2376.0,0.0,,,2715.56,2245.54,863.04,1450.9,,250.39,,
2023-01-15,11259.0,5945.0,0.0,,,1029.5,846.77,278.89,494.51,,57.0,,
2023-01-16,7791.0,12239.0,0.0,,,7473.81,5862.61,2027.03,3029.46,,927.87,,
2023-01-17,10180.0,,0.0,,,7510.47,6042.36,2208.57,3237.55,,1010.42,,
2023-01-18,5687.0,8362.0,0.0,,,7531.87,6101.78,2110.41,3124.44,,969.72,,
2023-01-19,10246.0,,0.0,,,7258.77,5789.0,2252.76,3297.26,,1020.85,,
2023-01-20,6584.0,4855.0,0.0,,,6249.66,4854.06,1888.26,2779.67,,761.72,,
2023-01-21,7975.0,4386.0,0.0,,,1529.63,1205.6,294.22,497.19,,62.72,,
2023-01-22,6979.0,2231.0,0.0,,,247.44,207.64,107.4,176.15,,13.12,,
2023-01-23,5882.0,7563.0,0.0,,,556.46,456.14,220.53,374.23,,34.06,,
2023-01-24,9784.0,,0.0,,,1486.9,1178.97,479.37,821.55,,101.51,,
2023-01-25,6248.0,10182.0,0.0,,,5383.45,4253.18,1418.84,2174.29,,646.8,,
2023-01-26,9778.0,6177.0,0.0,,,6664.31,5376.46,1756.06,2683.27,,868.44,,
2023-01-27,10617.0,,0.0,,,6791.28,5357.75,2024.28,3056.31,,947.88,,
2023-01-28,11970.0,3249.0,0.0,,,2985.05,2406.57,766.96,1311.96,,234.28,,
2023-01-29,9720.0,,0.0,,,1016.25,817.13,348.77,625.24,,76.64,,
2023-01-30,10750.0,6736.0,0.0,,,6776.2,5395.15,1999.37,2970.74,,900.69,,
2023-01-31,10232.0,,0.0,,,7133.57,5716.74,2102.82,3137.31,,945.61,,
2023-02-01,11468.0,9000.0,0.0,,,6731.05,5428.29,2005.62,3070.67,,904.52,9512.8,7116.29
2023-02-02,4070.0,14336.0,0.0,,,6868.04,5549.46,2107.56,3127.25,,982.7,9789.27,7253.25
2023-02-03,12461.0,,0.0,,,6566.65,5272.01,2124.63,3120.87,,908.48,9643.06,7169.85
2023-02-04,13603.0,917.0,0.0,,,2770.96,2274.43,798.89,1349.65,,225.94,3724.38,2944.45
2023-02-05,7988.0,5093.0,0.0,,,941.11,758.24,291.24,504.73,,59.19,1235.61,995.22
2023-02-06,9316.0,6800.0,0.0,,,6899.04,5573.56,1913.77,2856.99,,860.09,9665.34,7170.5
2023-02-07,17908.0,11642.0,0.0,,,7111.15,5725.03,2111.17,3156.88,,1038.16,10230.68,7553.26
2023-02-08,11199.0,5897.0,0.0,,,6998.24,5648.98,2019.74,3011.18,,926.62,9948.52,7371.43
2023-02-09,6512.0,5572.0,0.0,,,7008.35,5587.8,2076.32,3110.29,,964.05,10021.52,7437.97
2023-02-10,8921.0,,0.0,,,5933.23,4717.53,1868.58,2801.38,,831.87,8368.99,6230.34
2023-02-11,19121.0,6285.0,0.0,,,2900.76,2389.88,783.16,1313.78,,219.3,3862.65,3026.13
2023-02-12,8961.0,4745.0,0.0,,,1000.33,814.62,280.15,476.2,,52.48,1318.23,1048.35
2023-02-13,9468.0,9184.0,0.0,,,6280.06,5147.47,1806.86,2756.31,,838.11,8630.48,6187.33
2023-02-14,5078.0,10685.0,0.0,,,7405.16,5947.58,2287.06,3375.42,,1104.05,10335.31,7659.52
2023-02-15,14693.0,4646.0,0.0,,,7312.88,5842.12,2272.8,3355.36,,1085.76,10298.68,7608.57
2023-02-16,4511.0,11491.0,0.0,,,7262.38,5827.82,2158.3,3180.49,,1009.96,10424.35,7668.94
2023-02-17,13719.0,,0.0,,,6705.48,5390.31,2287.54,3386.58,,1020.73,9742.56,6868.41
2023-02-18,11477.0,12990.0,0.0,,,2837.84,2318.46,732.64,1218.32,,209.61,3658.61,2800.43
2023-02-19,9994.0,4236.0,0.0,,,1003.07,804.9,16.68,25.94,,6.54,1299.34,1018.68
2023-02-20,16602.0,10625.0,0.0,,,6381.81,5233.09,1539.54,2174.41,,698.44,9423.34,6579.77
2023-02-21,6818.0,4397.0,0.0,,,7143.98,5864.62,2172.46,3209.3,,1062.16,10360.67,7235.27
2023-02-22,10254.0,11835.0,0.0,,,6844.34,5680.22,2207.56,3273.77,,1067.56,10205.12,7159.46
2023-02-23,10013.0,9125.0,0.0,,,7196.05,5920.46,2143.13,3193.11,,1062.24,10776.24,7379.97
2023-02-24,18246.0,3603.0,0.0,,,7196.03,5713.07,1696.61,2366.83,,700.72,10293.86,7257.62
2023-02-25,7674.0,8045.0,0.0,,,3133.56,2568.63,944.43,1550.89,,267.24,4285.55,3233.38
2023-02-26,15165.0,5151.0,0.0,,,1137.53,927.44,53.26,101.31,,19.94,1527.7,1185.96
2023-02-27,8079.0,9655.0,0.0,,,6766.4,5566.62,1691.57,2395.05,,757.46,9721.1,6737.13
2023-02-28,8305.0,,0.0,,,7058.03,5705.59,2086.22,3077.8,,957.17,10282.14,7201.38
2023-03-01,11905.0,16000.0,0.0,0.0,18062.76,3074.44,2504.98,1130.98,1864.87,,327.98,,
2023-03-02,14539.0,6063.0,0.0,0.0,20747.58,6888.44,5705.95,2133.36,3210.36,,1064.41,,
2023-03-03,3919.0,12793.0,0.0,0.0,18156.06,7130.86,5849.11,2309.42,3412.69,,1035.99,,
2023-03-04,13711.0,4557.0,0.0,0.0,12723.57,3157.78,2597.03,885.33,1473.63,,244.12,,
2023-03-05,12034.0,7012.0,0.0,0.0,8600.26,1032.28,840.89,337.46,581.67,,62.45,,
2023-03-06,16253.0,13619.0,0.0,0.0,22080.23,6973.15,5639.51,1944.38,2940.53,,908.77,,
2023-03-07,7953.0,6776.0,0.0,0.0,21465.36,7183.54,5788.88,2163.51,3263.88,,1022.87,,
2023-03-08,7216.0,7465.0,0.0,0.0,21286.31,6941.12,5664.56,2195.74,3281.6,,1020.24,,
2023-03-09,14131.0,6099.0,0.0,0.0,21596.11,7004.2,5755.04,1447.96,2233.53,,719.31,,
2023-03-10,11670.0,,0.0,0.0,17198.33,6601.92,5602.35,2234.84,3368.38,,1008.03,,
2023-03-11,869.0,6697.0,0.0,0.0,11840.99,2819.34,2417.12,1038.87,1712.13,,276.43,,
2023-03-12,12224.0,7605.0,0.0,0.0,8235.97,995.14,818.35,291.96,484.76,,52.32,,
2023-03-13,9723.0,7584.0,0.0,0.0,20404.8,6890.19,5786.8,1978.42,2992.95,,960.99,,
2023-03-14,7150.0,8395.0,0.0,0.0,21958.19,7409.7,5920.79,2331.95,3479.89,,1134.42,,
2023-03-15,13694.0,6305.0,0.0,0.0,20177.3,7213.9,5811.31,2225.15,3263.63,,1079.76,,
2023-03-16,3689.0,8885.0,0.0,0.0,21890.04,7218.86,5795.68,2325.68,3482.76,,1158.54,,
2023-03-17,18565.0,6880.0,0.0,0.0,20674.0,7022.65,5654.4,2400.95,3569.15,,1137.2,,
2023-03-18,7091.0,9094.0,0.0,0.0,13156.91,3007.22,2525.3,1049.73,1768.97,,306.56,,
2023-03-19,11368.0,11886.0,0.0,0.0,7334.28,1015.99,827.76,354.9,593.84,,62.62,,
2023-03-20,7471.0,2063.0,0.0,0.0,21494.38,6763.94,5569.53,2084.79,3106.62,,974.46,,
2023-03-21,14117.0,8008.0,0.0,0.0,21087.05,7261.76,6096.33,2285.74,3385.58,,1102.31,,
2023-03-22,9487.0,8066.0,0.0,0.0,20336.7,7085.01,6103.81,2305.97,3476.87,,1121.41,,
2023-03-23,13879.0,12070.0,0.0,0.0,15234.5,5488.39,5296.05,2014.69,2963.73,,975.21,,
2023-03-24,12933.0,,0.0,0.0,17448.78,7092.88,5710.65,2373.41,3433.23,,1023.8,,
2023-03-25,5999.0,9271.0,0.0,0.0,9972.74,3373.33,2759.85,989.09,1621.53,,246.57,,
2023-03-26,15088.0,4794.0,0.0,0.0,7778.14,1215.5,1003.17,382.0,657.62,,69.75,,
2023-03-27,7730.0,9926.0,0.0,0.0,20423.63,7566.11,6032.34,2445.1,3581.74,,1098.69,,
2023-03-28,15186.0,9617.0,0.0,0.0,27322.55,7389.36,6044.63,2352.48,3500.94,,1106.07,,
2023-03-29,6482.0,11080.0,0.0,0.0,21589.0,7170.4,5887.29,2335.53,3553.54,,1085.35,,
2023-03-30,25727.0,10991.0,0.0,0.0,20152.62,7186.92,5840.11,2230.43,3332.23,,1020.92,,
2023-03-31,3585.0,,0.0,0.0,18978.25,6897.47,5544.9,2147.89,3260.58,,921.42,,
2023-04-01,11580.0,9605.0,0.0,0.0,11461.07,2901.94,2406.1,910.97,1500.94,,213.67,3616.39,2768.94
2023-04-02,5162.0,7546.0,0.0,0.0,7137.4,1077.29,898.96,310.42,519.02,,50.13,1394.51,1097.43
2023-04-03,13299.0,5985.0,0.0,0.0,21188.92,6829.48,5558.82,2018.98,3041.54,,908.15,9492.28,6704.94
2023-04-04,10756.0,,0.0,0.0,19801.45,7200.42,5824.49,2242.71,3338.74,,1017.78,10269.71,7278.15
2023-04-05,8863.0,4607.0,0.0,0.0,12624.28,5134.37,5031.73,1710.97,2547.36,,794.33,8540.54,5950.7
2023-04-06,12659.0,8960.0,0.0,0.0,18476.9,6649.31,5274.58,2045.0,3089.1,,940.85,9603.33,6826.74
2023-04-07,15835.0,,0.0,0.0,17199.24,7180.6,5690.17,2263.5,3326.37,,953.26,9960.1,7079.67
2023-04-08,5851.0,7628.0,0.0,0.0,10987.41,3250.32,2667.88,795.92,1344.6,,199.1,4009.01,3032.25
2023-04-09,13810.0,5320.0,0.0,0.0,7992.02,1141.66,920.35,385.52,651.07,,65.67,1439.23,1130.66
2023-04-10,8054.0,9258.0,0.0,0.0,20680.1,7217.22,5657.23,2102.12,3096.11,,950.61,9974.32,6986.82
2023-04-11,8644.0,5692.0,0.0,0.0,20065.32,7461.2,6062.36,2047.15,3092.98,,985.3,10375.25,7308.15
2023-04-12,7964.0,9703.0,0.0,0.0,21263.22,7193.09,5763.81,2157.59,3203.34,,1001.47,10133.13,7152.64
2023-04-13,8349.0,6666.0,0.0,0.0,20722.26,7200.69,5727.79,2320.51,3433.56,,1066.81,10111.07,7165.27
2023-04-14,9629.0,,0.0,0.0,17751.67,6788.27,5539.21,2232.0,3299.1,,945.01,9888.21,7029.75
2023-04-15,19285.0,6665.0,0.0,0.0,10251.5,2917.26,2490.16,770.13,1292.66,,194.23,3672.81,2788.04
2023-04-16,7939.0,9560.0,0.0,0.0,7194.78,1084.32,898.7,208.01,343.69,,35.94,1404.63,1097.33
2023-04-17,7132.0,8496.0,0.0,0.0,20355.03,6920.11,5639.44,2165.28,3187.8,,986.23,9723.06,6785.73
2023-04-18,12508.0,,0.0,0.0,18786.35,7243.3,5994.08,2224.57,3314.77,,1062.44,10641.2,7460.3
2023-04-19,7714.0,6625.0,0.0,0.0,18671.17,6610.88,5775.64,2277.59,3416.12,,1095.11,10256.14,7218.58
2023-04-20,11709.0,8925.0,0.0,0.0,20292.58,7314.6,5974.29,2334.97,3468.41,,1092.87,10437.07,7361.56
2023-04-21,9942.0,,0.0,0.0,18626.0,7171.57,5766.39,2325.64,3395.78,,1057.54,10057.51,7159.22
2023-04-22,17099.0,8231.0,0.0,0.0,11616.62,3107.17,2546.51,864.04,1423.5,,228.07,3888.0,2963.55
2023-04-23,11906.0,7584.0,0.0,0.0,8109.59,1109.37,928.8,250.99,424.35,,44.1,1453.71,1142.79
2023-04-24,6106.0,7888.0,0.0,0.0,19525.4,6838.39,5638.26,2085.04,3071.88,,994.63,9685.01,6746.09
2023-04-25,10050.0,9127.0,0.0,0.0,17901.44,6858.51,5576.14,2072.14,3012.75,,1019.91,9538.46,6696.88
2023-04-26,17200.0,7925.0,0.0,0.0,19632.63,7158.96,5781.65,2282.82,3406.73,,1150.55,10218.26,7242.38
2023-04-27,4522.0,8330.0,0.0,0.0,19337.63,7322.77,5948.18,2317.97,3435.49,,1147.43,10716.95,7568.87
2023-04-28,18460.0,4518.0,0.0,0.0,18966.28,7077.75,5764.66,2301.93,3343.82,,1047.19,10427.21,7434.4
2023-04-29,6185.0,10276.0,0.0,0.0,8509.58,2788.38,2529.57,870.13,1416.17,,230.15,3783.44,2910.4
2023-04-30,13084.0,10741.0,0.0,0.0,5472.96,933.92,775.74,285.67,490.89,,47.19,1232.68,967.08
